y,z,rho,triangles,initial.mesh,Y,Z,name,vertices,attributes
177,20,3.2665,3048,TRUE,17706.257,2004.304,vert2,1382,1382
177,20,3.2665,3048,TRUE,17845.003,1878.439,vert3,1429,1429
177,19,2.3404,2493,TRUE,17637.172,1839.772,vert1,1140,1140
177,19,2.3404,2493,TRUE,17706.257,2004.304,vert2,1382,1382
177,19,2.3404,2493,TRUE,17845.003,1878.439,vert3,1429,1429
175,30,0.90602,3204,TRUE,17492.734,2813.39,vert1,1435,1435
175,30,0.90602,3204,TRUE,17672.743,3025.212,vert2,1794,1794
175,30,0.90602,3204,TRUE,17520.557,3097.913,vert3,3431,3431
179,20,3.2584,3049,TRUE,17840.188,2122.23,vert1,1359,1359
179,20,3.2584,3049,TRUE,17845.003,1878.439,vert2,1429,1429
179,20,3.2584,3049,TRUE,18065.781,2024.243,vert3,1433,1433
183,20,2.3187,2836,TRUE,18489.324,2048.777,vert1,1264,1264
183,20,2.3187,2836,TRUE,18285.263,1879.641,vert2,1277,1277
183,20,2.3187,2836,TRUE,18303.123,2065.759,vert3,3355,3355
183,17,1.1082,2885,TRUE,18285.263,1879.641,vert1,1277,1277
183,17,1.1082,2885,TRUE,18521.654,1802.105,vert2,3609,3609
183,17,1.1082,2885,TRUE,18359.475,1706.775,vert3,3610,3610
186,21,5.6562,2842,TRUE,18489.324,2048.777,vert1,1264,1264
186,21,5.6562,2842,TRUE,18689.461,2091.547,vert2,2313,2313
186,21,5.6562,2842,TRUE,18712.345,2296.002,vert3,2315,2315
175,18,2.4148,2490,TRUE,17637.172,1839.772,vert1,1140,1140
175,18,2.4148,2490,TRUE,17410.79,1816.801,vert2,1228,1228
175,18,2.4148,2490,TRUE,17502.708,2037.935,vert3,1280,1280
177,20,4.3437,3046,TRUE,17840.188,2122.23,vert1,1359,1359
177,20,4.3437,3046,TRUE,17648.226,2173.053,vert2,1381,1381
177,20,4.3437,3046,TRUE,17706.257,2004.304,vert3,1382,1382
177,20,4.3437,3048,TRUE,17840.188,2122.23,vert1,1359,1359
177,20,4.3437,3048,TRUE,17706.257,2004.304,vert2,1382,1382
177,20,4.3437,3048,TRUE,17845.003,1878.439,vert3,1429,1429
182,19,2.5109,2884,TRUE,18285.263,1879.641,vert1,1277,1277
182,19,2.5109,2884,TRUE,18065.781,2024.243,vert2,1433,1433
182,19,2.5109,2884,TRUE,18303.123,2065.759,vert3,3355,3355
184,23,6.0872,2838,TRUE,18489.324,2048.777,vert1,1264,1264
184,23,6.0872,2838,TRUE,18373.62,2386.912,vert2,2194,2194
184,23,6.0872,2838,TRUE,18554.73,2385.23,vert3,2316,2316
171,21,3.3744,2486,TRUE,17090.155,2081.464,vert1,1136,1136
171,21,3.3744,2486,TRUE,17252.886,2132.939,vert2,1360,1360
171,21,3.3744,2486,TRUE,17049.905,2247.328,vert3,1547,1547
168,20,4.5261,2979,TRUE,16906.279,2158.549,vert1,1325,1325
168,20,4.5261,2979,TRUE,16744.418,2083.485,vert2,1367,1367
168,20,4.5261,2979,TRUE,16943.658,1993.888,vert3,1396,1396
168,19,4.4099,2251,TRUE,16779.8,1849.407,vert1,1067,1067
168,19,4.4099,2251,TRUE,16744.418,2083.485,vert2,1367,1367
168,19,4.4099,2251,TRUE,16943.658,1993.888,vert3,1396,1396
170,18,3.2347,2940,TRUE,17136.959,1892.111,vert1,1302,1302
170,18,3.2347,2940,TRUE,16943.658,1993.888,vert2,1396,1396
170,18,3.2347,2940,TRUE,16978.191,1825.022,vert3,1439,1439
175,21,3.9927,2438,TRUE,17478.534,2276.188,vert1,1119,1119
175,21,3.9927,2438,TRUE,17502.708,2037.935,vert2,1280,1280
175,21,3.9927,2438,TRUE,17648.226,2173.053,vert3,1381,1381
172,20,3.5453,2939,TRUE,17136.959,1892.111,vert1,1302,1302
172,20,3.5453,2939,TRUE,17252.886,2132.939,vert2,1360,1360
172,20,3.5453,2939,TRUE,17336.667,1977.283,vert3,1385,1385
156,20,3.9752,2874,TRUE,15619.692,2036.935,vert1,1273,1273
156,20,3.9752,2874,TRUE,15781.854,1989.036,vert2,1365,1365
156,20,3.9752,2874,TRUE,15636.197,2198.243,vert3,1436,1436
157,18,2.251,2691,TRUE,15873.713,1732.616,vert1,1208,1208
157,18,2.251,2691,TRUE,15696.641,1842.989,vert2,1363,1363
157,18,2.251,2691,TRUE,15781.854,1989.036,vert3,1365,1365
158,20,4.8553,3060,TRUE,15942.842,2040.744,vert1,1364,1364
158,20,4.8553,3060,TRUE,15781.854,1989.036,vert2,1365,1365
158,20,4.8553,3060,TRUE,15941.881,2215.13,vert3,3348,3348
153,20,3.3809,3054,TRUE,15343.626,2157.897,vert1,1361,1361
153,20,3.3809,3054,TRUE,15242.734,2029.935,vert2,1386,1386
153,20,3.3809,3054,TRUE,15449.004,2022.891,vert3,1391,1391
159,19,3.7447,3059,TRUE,15942.842,2040.744,vert1,1364,1364
159,19,3.7447,3059,TRUE,15781.854,1989.036,vert2,1365,1365
159,19,3.7447,3059,TRUE,15973.986,1871.938,vert3,1392,1392
161,21,5.438,3129,TRUE,16147.458,1979.401,vert1,1393,1393
161,21,5.438,3129,TRUE,16114.354,2240.908,vert2,1395,1395
161,21,5.438,3129,TRUE,16264.106,2127.017,vert3,3356,3356
146,19,2.3178,2382,TRUE,14621.095,2062.532,vert1,1103,1103
146,19,2.3178,2382,TRUE,14521.342,1924.946,vert2,1279,1279
146,19,2.3178,2382,TRUE,14691.615,1838.402,vert3,1291,1291
148,24,1.6135,1438,TRUE,14786.758,2521.461,vert1,769,769
148,24,1.6135,1438,TRUE,14782.866,2282.021,vert2,1275,1275
148,24,1.6135,1438,TRUE,14982.709,2467.515,vert3,1276,1276
137,20,4.4458,2472,TRUE,13613.319,1967.098,vert1,1130,1130
137,20,4.4458,2472,TRUE,13845.278,2129.098,vert2,1324,1324
137,20,4.4458,2472,TRUE,13802.478,1943.316,vert3,3340,3340
142,18,1.7681,2474,TRUE,14269.669,1782.543,vert1,1131,1131
142,18,1.7681,2474,TRUE,14096.781,1739.085,vert2,1133,1133
142,18,1.7681,2474,TRUE,14248.231,1945.221,vert3,3332,3332
144,20,3.8959,2380,TRUE,14621.095,2062.532,vert1,1103,1103
144,20,3.8959,2380,TRUE,14388.301,2030.685,vert2,1192,1192
144,20,3.8959,2380,TRUE,14487.151,2174.873,vert3,1397,1397
143,18,1.8133,2476,TRUE,14269.669,1782.543,vert1,1131,1131
143,18,1.8133,2476,TRUE,14461.998,1765.7,vert2,1199,1199
143,18,1.8133,2476,TRUE,14248.231,1945.221,vert3,3332,3332
152,19,2.2189,2654,TRUE,15261.077,1868.018,vert1,1196,1196
152,19,2.2189,2654,TRUE,15081.006,2009.996,vert2,1321,1321
152,19,2.2189,2654,TRUE,15242.734,2029.935,vert3,1386,1386
152,22,3.0817,3055,TRUE,15343.626,2157.897,vert1,1361,1361
152,22,3.0817,3055,TRUE,15137.632,2216.558,vert2,1387,1387
152,22,3.0817,3055,TRUE,15281.941,2332.301,vert3,1389,1389
153,19,2.3026,2656,TRUE,15261.077,1868.018,vert1,1196,1196
153,19,2.3026,2656,TRUE,15242.734,2029.935,vert2,1386,1386
153,19,2.3026,2656,TRUE,15449.004,2022.891,vert3,1391,1391
153,17,1.4767,2653,TRUE,15261.077,1868.018,vert1,1196,1196
153,17,1.4767,2653,TRUE,15383.212,1655.233,vert2,1310,1310
153,17,1.4767,2653,TRUE,15485.985,1855.667,vert3,1362,1362
154,19,2.0525,2655,TRUE,15261.077,1868.018,vert1,1196,1196
154,19,2.0525,2655,TRUE,15485.985,1855.667,vert2,1362,1362
154,19,2.0525,2655,TRUE,15449.004,2022.891,vert3,1391,1391
154,17,1.4782,1999,TRUE,15643.406,1641.24,vert1,940,940
154,17,1.4782,1999,TRUE,15383.212,1655.233,vert2,1310,1310
154,17,1.4782,1999,TRUE,15485.985,1855.667,vert3,1362,1362
145,17,1.7115,2363,TRUE,14633.255,1604.728,vert1,1098,1098
145,17,1.7115,2363,TRUE,14461.998,1765.7,vert2,1199,1199
145,17,1.7115,2363,TRUE,14691.615,1838.402,vert3,1291,1291
148,17,1.5795,2541,TRUE,14795.113,1688.429,vert1,1155,1155
148,17,1.5795,2541,TRUE,14954.944,1818.444,vert2,1247,1247
148,17,1.5795,2541,TRUE,14691.615,1838.402,vert3,1291,1291
151,17,1.4505,2124,TRUE,15140.582,1691.63,vert1,1025,1025
151,17,1.4505,2124,TRUE,15261.077,1868.018,vert2,1196,1196
151,17,1.4505,2124,TRUE,14954.944,1818.444,vert3,1247,1247
149,19,2.0274,2140,TRUE,14851.842,2018.227,vert1,1028,1028
149,19,2.0274,2140,TRUE,14954.944,1818.444,vert2,1247,1247
149,19,2.0274,2140,TRUE,15081.006,2009.996,vert3,1321,1321
137,17,1.0261,2423,TRUE,13929.75,1801.37,vert1,1113,1113
137,17,1.0261,2423,TRUE,13782.395,1652.443,vert2,1128,1128
137,17,1.0261,2423,TRUE,13649.598,1783.839,vert3,1132,1132
140,18,1.9243,2426,TRUE,13929.75,1801.37,vert1,1113,1113
140,18,1.9243,2426,TRUE,14096.781,1739.085,vert2,1133,1133
140,18,1.9243,2426,TRUE,14113.376,2038.698,vert3,1134,1134
143,20,4.1938,2645,TRUE,14388.301,2030.685,vert1,1192,1192
143,20,4.1938,2645,TRUE,14254.892,2231.322,vert2,1398,1398
143,20,4.1938,2645,TRUE,14248.231,1945.221,vert3,3332,3332
141,19,2.1316,2477,TRUE,14096.781,1739.085,vert1,1133,1133
141,19,2.1316,2477,TRUE,14113.376,2038.698,vert2,1134,1134
141,19,2.1316,2477,TRUE,14248.231,1945.221,vert3,3332,3332
144,19,2.1636,2642,TRUE,14388.301,2030.685,vert1,1192,1192
144,19,2.1636,2642,TRUE,14461.998,1765.7,vert2,1199,1199
144,19,2.1636,2642,TRUE,14521.342,1924.946,vert3,1279,1279
145,18,1.8411,2670,TRUE,14461.998,1765.7,vert1,1199,1199
145,18,1.8411,2670,TRUE,14521.342,1924.946,vert2,1279,1279
145,18,1.8411,2670,TRUE,14691.615,1838.402,vert3,1291,1291
136,19,2.2307,2468,TRUE,13613.319,1967.098,vert1,1130,1130
136,19,2.2307,2468,TRUE,13649.598,1783.839,vert2,1132,1132
136,19,2.2307,2468,TRUE,13802.478,1943.316,vert3,3340,3340
139,19,2.3567,2427,TRUE,13929.75,1801.37,vert1,1113,1113
139,19,2.3567,2427,TRUE,14113.376,2038.698,vert2,1134,1134
139,19,2.3567,2427,TRUE,13802.478,1943.316,vert3,3340,3340
134,16,1.0418,2191,TRUE,13342.012,1605.446,vert1,1047,1047
134,16,1.0418,2191,TRUE,13576.878,1611.758,vert2,1063,1063
134,16,1.0418,2191,TRUE,13415.702,1832.756,vert3,1135,1135
135,18,2.0471,2467,TRUE,13613.319,1967.098,vert1,1130,1130
135,18,2.0471,2467,TRUE,13649.598,1783.839,vert2,1132,1132
135,18,2.0471,2467,TRUE,13415.702,1832.756,vert3,1135,1135
131,19,3.5658,2210,TRUE,13267.91,1941.405,vert1,1051,1051
131,19,3.5658,2210,TRUE,13168.35,1787.344,vert2,1295,1295
131,19,3.5658,2210,TRUE,13122.252,2052.899,vert3,1296,1296
126,24,1.2143,4910,TRUE,12583.542,2505.335,vert1,2191,2191
126,24,1.2143,4910,TRUE,12689.293,2349.064,vert2,2213,2213
126,24,1.2143,4910,TRUE,12825.51,2499.024,vert3,2215,2215
121,19,3.1191,5232,TRUE,12178.404,2112.872,vert1,2324,2324
121,19,3.1191,5232,TRUE,12054.662,1958.742,vert2,2342,2342
121,19,3.1191,5232,TRUE,12263.935,1917.467,vert3,2344,2344
122,17,2.1796,5274,TRUE,12403.421,1756.091,vert1,2343,2343
122,17,2.1796,5274,TRUE,12263.935,1917.467,vert2,2344,2344
122,17,2.1796,5274,TRUE,12200.565,1721.721,vert3,2345,2345
127,18,2.7811,2754,TRUE,12929.12,1864.899,vert1,1236,1236
127,18,2.7811,2754,TRUE,12674.115,1772.593,vert2,2377,2377
127,18,2.7811,2754,TRUE,12654.908,1934.048,vert3,2394,2394
125,21,3.9095,4874,TRUE,12521.052,2263.631,vert1,2178,2178
125,21,3.9095,4874,TRUE,12718.167,2083.832,vert2,2214,2214
125,21,3.9095,4874,TRUE,12498.796,1979.501,vert3,2346,2346
120,20,3.3124,5231,TRUE,12178.404,2112.872,vert1,2324,2324
120,20,3.3124,5231,TRUE,11996.039,2147.505,vert2,2340,2340
120,20,3.3124,5231,TRUE,12054.662,1958.742,vert3,2342,2342
119,18,2.2775,5267,TRUE,12000.258,1768.72,vert1,2341,2341
119,18,2.2775,5267,TRUE,12054.662,1958.742,vert2,2342,2342
119,18,2.2775,5267,TRUE,11880.157,1935.911,vert3,3719,3719
126,19,4.0172,4969,TRUE,12718.167,2083.832,vert1,2214,2214
126,19,4.0172,4969,TRUE,12498.796,1979.501,vert2,2346,2346
126,19,4.0172,4969,TRUE,12654.908,1934.048,vert3,2394,2394
126,19,4.0172,5281,TRUE,12498.796,1979.501,vert1,2346,2346
126,19,4.0172,5281,TRUE,12674.115,1772.593,vert2,2377,2377
126,19,4.0172,5281,TRUE,12654.908,1934.048,vert3,2394,2394
123,19,3.2646,5233,TRUE,12178.404,2112.872,vert1,2324,2324
123,19,3.2646,5233,TRUE,12263.935,1917.467,vert2,2344,2344
123,19,3.2646,5233,TRUE,12498.796,1979.501,vert3,2346,2346
132,20,4.8297,2209,TRUE,13267.91,1941.405,vert1,1051,1051
132,20,4.8297,2209,TRUE,13390.099,2082.936,vert2,1235,1235
132,20,4.8297,2209,TRUE,13122.252,2052.899,vert3,1296,1296
128,20,4.4551,2753,TRUE,12929.12,1864.899,vert1,1236,1236
128,20,4.4551,2753,TRUE,12718.167,2083.832,vert2,2214,2214
128,20,4.4551,2753,TRUE,12921.754,2088.546,vert3,3604,3604
135,20,5.4108,2470,TRUE,13613.319,1967.098,vert1,1130,1130
135,20,5.4108,2470,TRUE,13390.099,2082.936,vert2,1235,1235
135,20,5.4108,2470,TRUE,13562.665,2142.48,vert3,1320,1320
131,21,4.847,2569,TRUE,13248.713,2290.916,vert1,1166,1166
131,21,4.847,2569,TRUE,13122.252,2052.899,vert2,1296,1296
131,21,4.847,2569,TRUE,13058.689,2239.274,vert3,3603,3603
127,19,4.0902,2752,TRUE,12929.12,1864.899,vert1,1236,1236
127,19,4.0902,2752,TRUE,12718.167,2083.832,vert2,2214,2214
127,19,4.0902,2752,TRUE,12654.908,1934.048,vert3,2394,2394
128,21,4.3296,4936,TRUE,12871.976,2301.834,vert1,2201,2201
128,21,4.3296,4936,TRUE,12718.167,2083.832,vert2,2214,2214
128,21,4.3296,4936,TRUE,12921.754,2088.546,vert3,3604,3604
130,21,5.175,2927,TRUE,13122.252,2052.899,vert1,1296,1296
130,21,5.175,2927,TRUE,13058.689,2239.274,vert2,3603,3603
130,21,5.175,2927,TRUE,12921.754,2088.546,vert3,3604,3604
129,22,4.1598,4939,TRUE,12871.976,2301.834,vert1,2201,2201
129,22,4.1598,4939,TRUE,13058.689,2239.274,vert2,3603,3603
129,22,4.1598,4939,TRUE,12921.754,2088.546,vert3,3604,3604
122,23,2.2839,4968,TRUE,12328.459,2442.354,vert1,2212,2212
122,23,2.2839,4968,TRUE,12097.54,2302.92,vert2,2339,2339
122,23,2.2839,4968,TRUE,12324.689,2245.16,vert3,3619,3619
123,21,3.6634,5234,TRUE,12178.404,2112.872,vert1,2324,2324
123,21,3.6634,5234,TRUE,12498.796,1979.501,vert2,2346,2346
123,21,3.6634,5234,TRUE,12324.689,2245.16,vert3,3619,3619
124,21,3.6796,4875,TRUE,12521.052,2263.631,vert1,2178,2178
124,21,3.6796,4875,TRUE,12498.796,1979.501,vert2,2346,2346
124,21,3.6796,4875,TRUE,12324.689,2245.16,vert3,3619,3619
126,22,3.5079,4873,TRUE,12521.052,2263.631,vert1,2178,2178
126,22,3.5079,4873,TRUE,12689.293,2349.064,vert2,2213,2213
126,22,3.5079,4873,TRUE,12718.167,2083.832,vert3,2214,2214
133,23,2.0028,2131,TRUE,13512.011,2317.861,vert1,1027,1027
133,23,2.0028,2131,TRUE,13248.713,2290.916,vert2,1166,1166
133,23,2.0028,2131,TRUE,13368.922,2416.177,vert3,3605,3605
132,26,0.51899,4442,TRUE,13295.207,2810.096,vert1,1988,1988
132,26,0.51899,4442,TRUE,13042.162,2669.654,vert2,2105,2105
132,26,0.51899,4442,TRUE,13269.391,2558.425,vert3,2244,2244
115,23,4.8,5194,TRUE,11644.848,2286.93,vert1,2299,2299
115,23,4.8,5194,TRUE,11531.318,2401.938,vert2,2365,2365
115,23,4.8,5194,TRUE,11469.532,2227.406,vert3,2366,2366
119,21,3.7165,5163,TRUE,11816.589,2100.023,vert1,2290,2290
119,21,3.7165,5163,TRUE,11893.769,2336.608,vert2,2305,2305
119,21,3.7165,5163,TRUE,11996.039,2147.505,vert3,2340,2340
133,24,1.1506,2572,TRUE,13248.713,2290.916,vert1,1166,1166
133,24,1.1506,2572,TRUE,13269.391,2558.425,vert2,2244,2244
133,24,1.1506,2572,TRUE,13368.922,2416.177,vert3,3605,3605
129,24,1.3636,4937,TRUE,12871.976,2301.834,vert1,2201,2201
129,24,1.3636,4937,TRUE,12825.51,2499.024,vert2,2215,2215
129,24,1.3636,4937,TRUE,13042.687,2446.129,vert3,2216,2216
117,22,3.8964,5161,TRUE,11816.589,2100.023,vert1,2290,2290
117,22,3.8964,5161,TRUE,11644.848,2286.93,vert2,2299,2299
117,22,3.8964,5161,TRUE,11893.769,2336.608,vert3,2305,2305
120,22,3.3515,5201,TRUE,11893.769,2336.608,vert1,2305,2305
120,22,3.3515,5201,TRUE,12097.54,2302.92,vert2,2339,2339
120,22,3.3515,5201,TRUE,11996.039,2147.505,vert3,2340,2340
114,24,4.2015,5256,TRUE,11370.715,2383.976,vert1,2336,2336
114,24,4.2015,5256,TRUE,11531.318,2401.938,vert2,2365,2365
114,24,4.2015,5256,TRUE,11330.598,2550.45,vert3,3620,3620
112,25,4.2813,5248,TRUE,11164.508,2592.131,vert1,2333,2333
112,25,4.2813,5248,TRUE,11165.696,2387.092,vert2,2369,2369
112,25,4.2813,5248,TRUE,11330.598,2550.45,vert3,3620,3620
133,22,4.4474,2130,TRUE,13512.011,2317.861,vert1,1027,1027
133,22,4.4474,2130,TRUE,13248.713,2290.916,vert2,1166,1166
133,22,4.4474,2130,TRUE,13390.099,2082.936,vert3,1235,1235
134,25,0.57991,4549,TRUE,13514.329,2639.999,vert1,2034,2034
134,25,0.57991,4549,TRUE,13562.778,2478.573,vert2,3531,3531
134,25,0.57991,4549,TRUE,13368.922,2416.177,vert3,3605,3605
120,23,2.2118,4933,TRUE,12074.08,2508.121,vert1,2200,2200
120,23,2.2118,4933,TRUE,11893.769,2336.608,vert2,2305,2305
120,23,2.2118,4933,TRUE,12097.54,2302.92,vert3,2339,2339
120,21,3.441,5229,TRUE,12178.404,2112.872,vert1,2324,2324
120,21,3.441,5229,TRUE,12097.54,2302.92,vert2,2339,2339
120,21,3.441,5229,TRUE,11996.039,2147.505,vert3,2340,2340
136,20,5.2921,2471,TRUE,13613.319,1967.098,vert1,1130,1130
136,20,5.2921,2471,TRUE,13562.665,2142.48,vert2,1320,1320
136,20,5.2921,2471,TRUE,13845.278,2129.098,vert3,1324,1324
134,23,1.4296,2136,TRUE,13512.011,2317.861,vert1,1027,1027
134,23,1.4296,2136,TRUE,13562.778,2478.573,vert2,3531,3531
134,23,1.4296,2136,TRUE,13368.922,2416.177,vert3,3605,3605
137,23,1.9472,2133,TRUE,13512.011,2317.861,vert1,1027,1027
137,23,1.9472,2133,TRUE,13730.897,2466.661,vert2,1294,1294
137,23,1.9472,2133,TRUE,13856.888,2321.192,vert3,1465,1465
140,21,5.2674,2478,TRUE,14113.376,2038.698,vert1,1134,1134
140,21,5.2674,2478,TRUE,13845.278,2129.098,vert2,1324,1324
140,21,5.2674,2478,TRUE,14033.802,2245.455,vert3,1441,1441
145,23,2.8755,2590,TRUE,14637.353,2383.673,vert1,1173,1173
145,23,2.8755,2590,TRUE,14463.456,2348.078,vert2,1368,1368
145,23,2.8755,2590,TRUE,14487.151,2174.873,vert3,1397,1397
147,21,3.6141,2137,TRUE,14851.842,2018.227,vert1,1028,1028
147,21,3.6141,2137,TRUE,14621.095,2062.532,vert2,1103,1103
147,21,3.6141,2137,TRUE,14782.866,2282.021,vert3,1275,1275
151,24,1.2865,2880,TRUE,14982.709,2467.515,vert1,1276,1276
151,24,1.2865,2880,TRUE,15148.939,2560.309,vert2,1303,1303
151,24,1.2865,2880,TRUE,15281.941,2332.301,vert3,1389,1389
153,22,2.8446,3056,TRUE,15343.626,2157.897,vert1,1361,1361
153,22,2.8446,3056,TRUE,15281.941,2332.301,vert2,1389,1389
153,22,2.8446,3056,TRUE,15532.312,2322.744,vert3,1390,1390
146,22,3.0577,2589,TRUE,14637.353,2383.673,vert1,1173,1173
146,22,3.0577,2589,TRUE,14782.866,2282.021,vert2,1275,1275
146,22,3.0577,2589,TRUE,14487.151,2174.873,vert3,1397,1397
149,20,3.4133,2142,TRUE,14851.842,2018.227,vert1,1028,1028
149,20,3.4133,2142,TRUE,15081.006,2009.996,vert2,1321,1321
149,20,3.4133,2142,TRUE,14966.718,2284.345,vert3,3347,3347
148,22,3.5245,2141,TRUE,14851.842,2018.227,vert1,1028,1028
148,22,3.5245,2141,TRUE,14782.866,2282.021,vert2,1275,1275
148,22,3.5245,2141,TRUE,14966.718,2284.345,vert3,3347,3347
151,20,3.3324,2974,TRUE,15081.006,2009.996,vert1,1321,1321
151,20,3.3324,2974,TRUE,15242.734,2029.935,vert2,1386,1386
151,20,3.3324,2974,TRUE,15137.632,2216.558,vert3,1387,1387
152,21,3.5087,3053,TRUE,15343.626,2157.897,vert1,1361,1361
152,21,3.5087,3053,TRUE,15242.734,2029.935,vert2,1386,1386
152,21,3.5087,3053,TRUE,15137.632,2216.558,vert3,1387,1387
151,23,2.178,2881,TRUE,14982.709,2467.515,vert1,1276,1276
151,23,2.178,2881,TRUE,15137.632,2216.558,vert2,1387,1387
151,23,2.178,2881,TRUE,15281.941,2332.301,vert3,1389,1389
143,23,2.2629,3072,TRUE,14463.456,2348.078,vert1,1368,1368
143,23,2.2629,3072,TRUE,14254.892,2231.322,vert2,1398,1398
143,23,2.2629,3072,TRUE,14257.987,2470.452,vert3,1464,1464
138,20,4.4139,2479,TRUE,14113.376,2038.698,vert1,1134,1134
138,20,4.4139,2479,TRUE,13845.278,2129.098,vert2,1324,1324
138,20,4.4139,2479,TRUE,13802.478,1943.316,vert3,3340,3340
141,21,4.8432,2480,TRUE,14113.376,2038.698,vert1,1134,1134
141,21,4.8432,2480,TRUE,14254.892,2231.322,vert2,1398,1398
141,21,4.8432,2480,TRUE,14033.802,2245.455,vert3,1441,1441
143,21,4.2514,2644,TRUE,14388.301,2030.685,vert1,1192,1192
143,21,4.2514,2644,TRUE,14487.151,2174.873,vert2,1397,1397
143,21,4.2514,2644,TRUE,14254.892,2231.322,vert3,1398,1398
136,22,4.0694,2135,TRUE,13512.011,2317.861,vert1,1027,1027
136,22,4.0694,2135,TRUE,13562.665,2142.48,vert2,1320,1320
136,22,4.0694,2135,TRUE,13856.888,2321.192,vert3,1465,1465
134,21,4.9695,2132,TRUE,13512.011,2317.861,vert1,1027,1027
134,21,4.9695,2132,TRUE,13390.099,2082.936,vert2,1235,1235
134,21,4.9695,2132,TRUE,13562.665,2142.48,vert3,1320,1320
139,22,4.4838,2978,TRUE,13845.278,2129.098,vert1,1324,1324
139,22,4.4838,2978,TRUE,14033.802,2245.455,vert2,1441,1441
139,22,4.4838,2978,TRUE,13856.888,2321.192,vert3,1465,1465
137,21,4.9215,2973,TRUE,13562.665,2142.48,vert1,1320,1320
137,21,4.9215,2973,TRUE,13845.278,2129.098,vert2,1324,1324
137,21,4.9215,2973,TRUE,13856.888,2321.192,vert3,1465,1465
146,21,3.7688,2381,TRUE,14621.095,2062.532,vert1,1103,1103
146,21,3.7688,2381,TRUE,14782.866,2282.021,vert2,1275,1275
146,21,3.7688,2381,TRUE,14487.151,2174.873,vert3,1397,1397
144,22,3.3527,3071,TRUE,14463.456,2348.078,vert1,1368,1368
144,22,3.3527,3071,TRUE,14487.151,2174.873,vert2,1397,1397
144,22,3.3527,3071,TRUE,14254.892,2231.322,vert3,1398,1398
156,23,1.7731,3067,TRUE,15778.471,2276.029,vert1,1366,1366
156,23,1.7731,3067,TRUE,15532.312,2322.744,vert2,1390,1390
156,23,1.7731,3067,TRUE,15694.326,2504.55,vert3,1460,1460
155,22,3.2796,3057,TRUE,15343.626,2157.897,vert1,1361,1361
155,22,3.2796,3057,TRUE,15532.312,2322.744,vert2,1390,1390
155,22,3.2796,3057,TRUE,15636.197,2198.243,vert3,1436,1436
158,21,4.2535,3065,TRUE,15781.854,1989.036,vert1,1365,1365
158,21,4.2535,3065,TRUE,15778.471,2276.029,vert2,1366,1366
158,21,4.2535,3065,TRUE,15941.881,2215.13,vert3,3348,3348
160,20,5.3933,3062,TRUE,15942.842,2040.744,vert1,1364,1364
160,20,5.3933,3062,TRUE,16147.458,1979.401,vert2,1393,1393
160,20,5.3933,3062,TRUE,16114.354,2240.908,vert3,1395,1395
168,21,3.4755,2917,TRUE,16824.491,2306.269,vert1,1292,1292
168,21,3.4755,2917,TRUE,16906.279,2158.549,vert2,1325,1325
168,21,3.4755,2917,TRUE,16744.418,2083.485,vert3,1367,1367
162,22,3.6164,3131,TRUE,16359.491,2337.809,vert1,1394,1394
162,22,3.6164,3131,TRUE,16114.354,2240.908,vert2,1395,1395
162,22,3.6164,3131,TRUE,16264.106,2127.017,vert3,3356,3356
159,21,4.7263,3063,TRUE,15942.842,2040.744,vert1,1364,1364
159,21,4.7263,3063,TRUE,16114.354,2240.908,vert2,1395,1395
159,21,4.7263,3063,TRUE,15941.881,2215.13,vert3,3348,3348
163,21,4.0292,3133,TRUE,16359.491,2337.809,vert1,1394,1394
163,21,4.0292,3133,TRUE,16452.244,2125.801,vert2,1438,1438
163,21,4.0292,3133,TRUE,16264.106,2127.017,vert3,3356,3356
165,20,5.4187,2845,TRUE,16568.116,1925.49,vert1,1265,1265
165,20,5.4187,2845,TRUE,16744.418,2083.485,vert2,1367,1367
165,20,5.4187,2845,TRUE,16452.244,2125.801,vert3,1438,1438
164,22,3.4502,3132,TRUE,16359.491,2337.809,vert1,1394,1394
164,22,3.4502,3132,TRUE,16452.244,2125.801,vert2,1438,1438
164,22,3.4502,3132,TRUE,16619.962,2253.998,vert3,1461,1461
170,21,3.3801,2485,TRUE,17090.155,2081.464,vert1,1136,1136
170,21,3.3801,2485,TRUE,16906.279,2158.549,vert2,1325,1325
170,21,3.3801,2485,TRUE,17049.905,2247.328,vert3,1547,1547
167,22,3.2568,2919,TRUE,16824.491,2306.269,vert1,1292,1292
167,22,3.2568,2919,TRUE,16744.418,2083.485,vert2,1367,1367
167,22,3.2568,2919,TRUE,16619.962,2253.998,vert3,1461,1461
171,20,3.7437,2482,TRUE,17090.155,2081.464,vert1,1136,1136
171,20,3.7437,2482,TRUE,17136.959,1892.111,vert2,1302,1302
171,20,3.7437,2482,TRUE,17252.886,2132.939,vert3,1360,1360
173,20,3.6161,2886,TRUE,17502.708,2037.935,vert1,1280,1280
173,20,3.6161,2886,TRUE,17252.886,2132.939,vert2,1360,1360
173,20,3.6161,2886,TRUE,17336.667,1977.283,vert3,1385,1385
176,20,4.0976,2887,TRUE,17502.708,2037.935,vert1,1280,1280
176,20,4.0976,2887,TRUE,17648.226,2173.053,vert2,1381,1381
176,20,4.0976,2887,TRUE,17706.257,2004.304,vert3,1382,1382
179,22,5.1515,3050,TRUE,17840.188,2122.23,vert1,1359,1359
